time(d)	tt(dd)	plant#	strip#	row#	pos#	species	weed	age(dd)	age(days)	nrBranches	leafArea(m2)	fpar	rfr	biom(mg)	yield(mg)	leafMass(mg)	stemMass(mg)	rootMass(mg)	shootRootRatio(mg)	aboveBiom(mg)	transpiration	
56	812.7989892447297	1	1	1	1	4	0	812.7989892447297	55.0	0	0.02400057847911421	0.7376366285164987	1.0340992187337588	12111.658913301235	1122.1698136039506	1200.0289239557105	1118.4605119973605	1110.9514698115793	2.0869403380386125	3440.659249557021	1.943460764209877E-8	
56	812.7989892447297	2	1	1	2	4	0	812.7989892447297	55.0	0	0.024471169541195863	0.7682675223530471	1.0198312995941285	12758.066090172091	1122.1698136039506	1223.558477059793	1118.4605119973605	1125.0648257733753	2.0816747047862223	3464.188802661104	2.053734116978298E-8	
57	831.0074187226243	1	1	1	1	4	0	831.0074187226243	56.0	0	0.024839403381513633	0.7520473510632414	1.0327515144293522	12877.710086951822	1222.4473320812006	1241.9701690756815	1185.9135452722824	1156.1096248948995	2.1000462776777593	3650.3310464291644	2.3486806447976937E-8	
57	831.0074187226243	2	1	1	2	4	0	831.0074187226243	56.0	0	0.025309994443595284	0.7532997235596203	1.0037915357803426	13545.96183790021	1222.4473320812006	1265.499722179764	1185.9135452722824	1170.2229808566956	2.0948257789788216	3673.8605995332464	2.2705872613203802E-8	
58	849.3245615714155	1	1	1	1	4	0	849.3245615714155	57.0	0	0.025665783227021604	0.7505672254372258	1.019861851345428	13686.890978860281	1324.473065780785	1283.28916135108	1254.223101530684	1201.6848620349756	2.1116287165211114	3861.9853286625494	2.4201583663191854E-8	
58	849.3245615714155	2	1	1	2	4	0	849.3245615714155	57.0	0	0.026136374289103256	0.7492344702273438	1.014531619993624	14369.216871571514	1324.473065780785	1306.8187144551625	1254.223101530684	1215.7982179967717	2.1064694602082783	3885.5148817666313	2.4844203458622286E-8	
59	867.7491829767431	1	1	1	1	4	0	867.7491829767431	58.0	0	0.02650240341000373	0.7663496522547507	1.0140340715104208	14541.399520569656	1427.8219986415347	1325.1201705001863	1315.9445103417584	1247.6382240176542	2.1168513676482017	4068.8866794834794	2.5434451921246668E-8	
59	867.7491829767431	2	1	1	2	4	0	867.7491829767431	58.0	0	0.02697299447208538	0.7536465504330248	1.0159204831811648	15218.069124327245	1427.8219986415347	1348.6497236042687	1315.9445103417584	1261.7515799794503	2.111821594857384	4092.416232587562	2.5842415880967635E-8	
60	886.2800162760307	1	1	1	1	4	0	886.2800162760307	59.0	0	0.02729209419535039	0.7431374399112981	1.0111229066764678	15405.518564012613	1532.0534900017476	1364.6047097675196	1363.3739103596945	1293.9293101721971	2.108290305104977	4260.032110128962	2.5933046344247186E-8	
60	886.2800162760307	2	1	1	2	4	0	886.2800162760307	59.0	0	0.027762685257432043	0.7470924087526533	1.018645269524758	16104.724568702586	1532.0534900017476	1388.134262871602	1363.3739103596945	1308.0426661339932	2.1035309049693014	4283.561663233044	2.6711111267271776E-8	
