time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	
44	4	0.15267031900993952	10.0	0.11818214485792643	216240.51022227507	49.85525596883028	1.884774200848633	0.13488047587029178	0.030534063801987907	1.0387198024380928	
45	4	0.1591464385465415	10.0	0.12666098870260786	231460.07752481702	54.8193270106256	2.4033437504483035	0.1578174552350327	0.031829287709308304	1.0389515247745889	
46	4	0.1658225162296028	10.0	0.12923248381120714	242163.89685456932	59.939923148377886	2.978190258094122	0.17869946395195171	0.03316450324592057	1.0445675600376079	
47	4	0.17270248665493143	10.0	0.13202959664339228	251795.1331702779	65.21264700883052	3.606929211914912	0.1978934505095978	0.03454049733098629	1.043714376000337	
48	4	0.180106063420045	10.0	0.13826237078491813	264104.28181543876	70.72655159397652	4.287025375977758	0.21580804806253798	0.036021212684009006	1.0383867354558363	
49	4	0.18757766323704075	10.0	0.14539535598213618	279736.20436386013	76.60467858200836	5.015791345125423	0.23335947798428824	0.03751553264740815	1.0488730081846391	
50	4	0.1946426039430832	10.0	0.15173424130312493	292412.7787453999	82.79249277832112	5.7903862642825255	0.25119965100051256	0.03892852078861664	1.0452758022849884	
51	4	0.2022097380170883	10.0	0.1552288761194684	304584.53365935566	89.15108469507754	6.607814717055172	0.26619663340476574	0.04044194760341766	1.046011181370337	
52	4	0.20956012748254677	10.0	0.15746759293125634	312900.2370490985	95.62080039468442	7.46492578827098	0.2794959829264708	0.04191202549650935	1.0370463031485269	
53	4	0.217612137459564	10.0	0.16331507635516773	327856.6579916794	102.38579238286242	8.358412304917856	0.29138845128024554	0.043522427491912805	1.0304710124798724	
54	4	0.22586455930143512	10.0	0.1691605389940548	341779.1054666902	109.45749594334302	9.284810259740647	0.302875509143429	0.045172911860287025	1.019674279070357	
55	4	0.2337966431437198	10.0	0.17463027338738685	355719.49289640994	116.87661782410245	10.240498421545201	0.31489060162171545	0.04675932862874396	1.012328023153513	
56	4	0.24235874010155037	10.0	0.1760737042469044	362572.7135331822	124.34862501736663	11.221698136039505	0.32503823548831395	0.048471748020310075	1.0269652591639438	
57	4	0.25074698912554455	10.0	0.18241848359883361	377982.2993854899	132.11835962426014	12.224473320812006	0.3338108534489526	0.05014939782510892	1.0182715251048475	
58	4	0.2590107875806243	10.0	0.18803381177991424	395881.8863289944	140.28053925215897	13.24473065780785	0.34190978504211345	0.05180215751612486	1.017196735669526	
59	4	0.2673769894104455	10.0	0.19683276187341442	411383.46892628877	148.7973432244845	14.278219986415348	0.3499005033938155	0.05347539788208911	1.0149772773457928	
60	4	0.27527389726391216	10.0	0.1992312381651445	420761.7056771921	157.551215663576	15.320534900017476	0.35864380508785976	0.055054779452782435	1.014884088100613	
